2025-04-29 01:11:59,596 - __main__ - INFO - Initializing AlphaZero trainer
2025-04-29 01:11:59,596 - __main__ - INFO - Debug mode: True
2025-04-29 01:11:59,608 - __main__ - INFO - ==================================================
2025-04-29 01:11:59,608 - __main__ - INFO - DETAILED ENVIRONMENT DIMENSIONS ANALYSIS
2025-04-29 01:11:59,608 - __main__ - INFO - ==================================================
2025-04-29 01:11:59,609 - __main__ - INFO - Card feature dimension: 8
2025-04-29 01:11:59,609 - __main__ - INFO - Primary cards shape: (90, 8)
2025-04-29 01:11:59,609 - __main__ - INFO - 
--- State Dimension Breakdown ---
2025-04-29 01:11:59,609 - __main__ - INFO - 1. Card state: 4 levels × 3 cards × 8 features = 96
2025-04-29 01:11:59,610 - __main__ - INFO - 2. Gems: 6 types = 6
2025-04-29 01:11:59,610 - __main__ - INFO - 3. Player state: 6 (gems) + 5 (other) + 8 × 3 cards = 35
2025-04-29 01:11:59,610 - __main__ - INFO - 4. Noble tiles: 5 nobles × 5 features = 25
2025-04-29 01:11:59,610 - __main__ - INFO - 
Total state dimension: 96 + 6 + 35 + 25 = 162
2025-04-29 01:11:59,610 - __main__ - INFO - Action dimension: 88
2025-04-29 01:11:59,610 - __main__ - INFO - 
--- State Dimension Formula ---
2025-04-29 01:11:59,611 - __main__ - INFO - state_dim = (4 × 3 × 8) + 6 + (6 + 5 + 8 × 3) + (5 × 5)
2025-04-29 01:11:59,611 - __main__ - INFO - state_dim = 96 + 6 + 11 + 24 + 25
2025-04-29 01:11:59,611 - __main__ - INFO - state_dim = 120 + 42 = 162
2025-04-29 01:11:59,829 - __main__ - INFO - Using device: cuda
2025-04-29 01:12:00,869 - __main__ - INFO - Environment initialized with state_dim=162, action_dim=88
2025-04-29 01:12:00,870 - __main__ - INFO - Training parameters: lr=0.001, weight_decay=0.0001, batch_size=2048, replay_size=10000, num_simulations=100
2025-04-29 01:12:00,870 - __main__ - INFO - ==================================================
2025-04-29 01:12:00,992 - __main__ - INFO - Loading model from models/alphazero_final.pth
2025-04-29 01:12:00,994 - __main__ - INFO - Loaded model from iteration 6
2025-04-29 01:12:00,996 - __main__ - INFO - Starting AlphaZero training from iteration 7 for 1 iterations
2025-04-29 01:21:23,561 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,565 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,570 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,574 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,579 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,583 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,587 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,592 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,597 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,602 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,606 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,611 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,615 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,619 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,624 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,629 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,633 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,639 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,643 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,648 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,653 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,659 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,664 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,671 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,676 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,680 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,685 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,691 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,696 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,700 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,706 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,711 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,716 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,723 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,729 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,734 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,740 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,745 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,750 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,759 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,766 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,771 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,776 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,782 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,789 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,797 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,803 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,807 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,813 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,818 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,900 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,904 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,909 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,913 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,919 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,923 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,928 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,933 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,938 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,942 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,946 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,950 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,955 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,959 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,964 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,968 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,973 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,977 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,981 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,985 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,990 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,994 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:23,999 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,003 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,007 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,011 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,012 - __main__ - DEBUG - Game 1, Step 719: Player 3 chose action 57
2025-04-29 01:21:24,142 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,146 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,149 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,152 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,156 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,160 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,164 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,168 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,171 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,175 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,179 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,183 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,187 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,192 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,196 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,199 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,203 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,207 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,210 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,214 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,218 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,222 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,225 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,229 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,234 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,238 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,241 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,245 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,248 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,253 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,256 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,260 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,265 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,268 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,272 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,275 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,279 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,282 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,285 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,288 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,292 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,296 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,299 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,303 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,306 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,309 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,313 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,316 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,320 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,324 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,328 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,332 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,335 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,339 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,342 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,346 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,350 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,353 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,357 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,360 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,364 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,367 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,370 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,374 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,377 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,380 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,383 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,387 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,392 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,395 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,399 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,402 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,406 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,409 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,413 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,417 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,421 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,425 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,429 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,432 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:24,433 - __main__ - DEBUG - Game 1, Step 720: Player 0 chose action 5
2025-04-29 01:21:25,062 - __main__ - DEBUG - Game 1, Step 721: Player 1 chose action 0
2025-04-29 01:21:25,614 - __main__ - DEBUG - Game 1, Step 722: Player 2 chose action 57
2025-04-29 01:21:25,912 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:25,977 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,188 - __main__ - DEBUG - Game 1, Step 723: Player 3 chose action 0
2025-04-29 01:21:26,389 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,449 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,709 - __main__ - DEBUG - Game 1, Step 724: Player 0 chose action 57
2025-04-29 01:21:26,775 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,779 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,784 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,788 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,794 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,799 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,804 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,808 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,813 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,817 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,823 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,827 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,832 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,837 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,843 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,848 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,852 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,856 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,862 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,866 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,871 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,875 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,880 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,884 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,891 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,897 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,902 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,907 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,913 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,919 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,926 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,933 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,940 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,946 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,954 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,961 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,966 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,972 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,976 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,981 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,986 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,991 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:26,995 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,001 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,005 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,009 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,013 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,018 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,023 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,028 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,033 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,038 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,041 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,046 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,050 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,057 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,062 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,066 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,070 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,075 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,079 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,084 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,089 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,094 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,098 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,103 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,106 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,110 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,115 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,120 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,125 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,129 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,133 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,138 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,142 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,146 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,150 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,154 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,160 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,165 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,169 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,174 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,178 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,182 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,187 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,192 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,196 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,200 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,204 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,205 - __main__ - DEBUG - Game 1, Step 725: Player 1 chose action 57
2025-04-29 01:21:27,261 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,264 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,267 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,271 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,274 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,277 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,280 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,284 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,288 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,291 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,294 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:21:27,298 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
